名字,题目,选项1,选项2,选项3,选项4
灿烂千阳,关于《灿烂千阳》这本小说，玛黎安和莱拉的命运如何受到战争的影响？,使她们重新建立家庭,使她们丧失亲人和遭受苦难,使她们获得财富和地位,使她们追求自由和幸福
东方快车谋杀案,关于《东方快车谋杀案》这本小说，小说中发生谋杀的列车名称是？,东方快车,绿皮火车,地中海号,快速特快
东方快车谋杀案,关于《东方快车谋杀案》这本小说，谋杀案的受害者是谁？,山谬·雷切特,赫克特·麦奎恩,爱德华·马斯特曼,赫伯德夫人
东方快车谋杀案,关于《东方快车谋杀案》这本小说，有多少位犯罪嫌疑人被列车上的人怀疑？,12人,6人,8人,10人
恶意,关于《恶意》这本小说，为何加贺刑警成为破案的关键？,他拥有犯罪线索,他解开了真凶身份,他提供了关键线索,他是凶手
弗兰肯斯坦,关于《弗兰肯斯坦》这本小说，怪物是如何对待其创造者VictorFrankenstein的？,怀有敌意并寻求复仇,怪物是如何对待其创造者VictorFrankenstein的？,深感恐惧并试图逃避,持无所谓态度
哈利波特,关于《哈利波特》这本小说，哈利被卷入哪个传奇赛事？,魔法棋,三巫斗法大赛,魁地奇世界杯,巫师植物大赛
哈利波特,关于《哈利波特》这本小说，哈利在学校外的哪个地区遭到催狂魔袭击？,小惠恩区,神秘森林,莫尔人村,丹德利
哈利波特,关于《哈利波特》这本小说，哈利在魔药学课堂上得到了一本奇怪注释的教科书。这本书属于谁？,混血王子,鲁霸·海格,跩哥·马份,桃乐丝·恩不里居
红楼梦,关于《红楼梦》这本小说，谁在故事中因为心情低落导致健康状况恶化？,黛玉,宝玉,贾母,薛宝钗
红楼梦,关于《红楼梦》这本小说，哪个事件揭示了社会地位和财富对于人生的影响？,薛家的堕落,贾府被抄,出家修行,贾宝玉的病重
红楼梦,关于《红楼梦》这本小说，哪个人物试图操控贾府的家事？,王熙凤,贾政,薛宝钗,赵姨娘
荒原狼,关于《荒原狼》这本小说，哈瑞·黑勒在魔术剧场中的行为和狼之间的互动反映了什么？,他的冲动和野性,他的愧疚和矛盾,他的理性和感性,他的爱与妒忌
活着,关于《活着》这本小说，徐福贵失去家人后，最终只剩下哪个家庭成员？,儿子有庆,大女儿凤霞,孙子苦根,无人存活
叫魂,关于《叫魂》这本小说，谁被认为是平民阶层的一种权力补偿,施法者,乾隆皇帝,孔飞力,百姓
叫魂,关于《叫魂》这本小说，1768年中国浙江德清出现的“叫魂”案件造成了什么样的社会局面？,社会混乱,社会和谐,社会进步,社会革新
教父,关于《教父》这本小说，麦可·柯里昂为了避风头而逃到哪个地方？,西西里岛,洛杉矶,芝加哥,芬兰
金色梦乡,关于《金色梦乡》这本小说，什么事件触发了整个故事的发展？,凜香的失踪,金田首相的暗杀,青柳雅春的辞职,森田森吾的死亡
绝叫,关于《绝叫》这本小说，神代武的行为对故事情节产生了什么影响？,增加悬念和紧张,促成和解与和谐,导致喜剧结局,触发爱情发展
绝叫,关于《绝叫》这本小说，主人公铃木阳子的过去经历如何影响了故事情节？,增加悬念和紧张,导致神秘事件发生,促成主角成长,触发道德选择
绝叫,关于《绝叫》这本小说，主要反派人物的行为最终导致了什么后果？,和解与和谐,神秘事件解开谜底,导致悲剧结局,产生幸福结局
麦琪的礼物,关于《麦琪的礼物》这本小说，故事中的情节高潮是什么？,麦琪卖掉头发,丈夫卖掉金表,两人确认对方的爱,丈夫买了表链
美丽新世界,关于《美丽新世界》这本小说，哪位人物是文明社会的世界控制者？,约翰,柏纳德,赫尔默斯,穆斯塔法·蒙德
尼罗河上的惨案,关于《尼罗河上的惨案》这本小说，故事中埃及的背景起到了什么作用？,突出人物关系,增强悬疑氛围,强调文化冲突,展现社会风貌
孽子,关于《孽子》这本小说，故事开头，李青被父亲赶出家门，这一情节用来强调什么？,家庭纷争和矛盾,社会偏见与歧视,李青的叛逆行为,李青对学校失望
孽子,关于《孽子》这本小说，男同志社群主要发生在哪个城市？,北京,台北,香港,上海
平凡的世界（全三部）,关于《平凡的世界（全三部）》这本小说，在第一部结尾，田福军告诉孙少安，农村会很快发生什么样的变化,政治动荡,经济改革,农民起义,文化变革
强风吹拂,关于《强风吹拂》这本小说，竹青庄的第10位住民是谁？,清濑灰二,藏原走,穆萨·卡马拉,胜田叶菜子
强风吹拂,关于《强风吹拂》这本小说，竹青庄的住民们被卷入了什么庞大的计划？,奖学金争夺,社区活动,运动比赛,犯罪事件
倾城之恋,关于《倾城之恋》这本小说，故事中的转折点是？,范柳原邀请白流苏再次去香港,日军对香港的轰炸,白流苏结婚并返回上海,白流苏经历了失败的婚姻
情书,关于《情书》这本小说，男藤井树掉下山谷后唱的歌表达了怎样的情绪？,爱的愧疚和悔恨,离别的忧伤和沉重,希望和乐观,幸福和满足
球状闪电,关于《球状闪电》这本小说，丁仪是研究组的主要成员，他提出了球状闪电的实质是什么,电离层异常,宏电子,等离子体,电子偏移
球状闪电,关于《球状闪电》这本小说，在随后的球状闪电实验中，人们无意间发现了什么？,宏电子的特性,人类被监视的可能性,球状闪电的聚变反应,高级文明的存在
球状闪电,关于《球状闪电》这本小说，除了陈博士和林云，还有哪位角色在刘慈欣的另一系列小说《三体》中有登场？,丁仪,陈博士的双亲,林峰,格莫夫
球状闪电,关于《球状闪电》这本小说，球状闪电在战争中的作用是什么？,摧毁敌人的基地,摧毁核电站设施,保护人质,消灭恐怖分子
三体,关于《三体》这本小说，叶文洁的妹妹叶文雪是在什么时期去世的？,清明时期,文革时期,开放改革时期,二战时期
三体,关于《三体》这本小说，史强在剿灭三体组织总部行动中受到了什么样的伤害？,烧伤,白血病,断肢,头部受伤
三体,关于《三体》这本小说，三体文明进化出怎样的社会体制以适应极端严酷的生存环境？,民主制度,高度极权的社会体制,无政府主义,共产主义
杀死一只知更鸟,关于《杀死一只知更鸟》这本小说，汤姆·鲁滨逊案的审判对杰姆的信念产生了怎样的影响？,加强了他的信仰,使他变得悲观和沮丧,使他对社会充满信心,使他对阿提克斯产生怀疑
杀死一只知更鸟,关于《杀死一只知更鸟》这本小说，汤姆·鲁滨逊（TomRobinson）的审判事件是小说的重要情节之一。这一事件突显了：,社会不公平和种族歧视,家庭纷争和矛盾,青少年成长与探索,友谊和奉献
射雕英雄传,关于《射雕英雄传》这本小说，郭靖和黄蓉的感情经历了哪些波折？,误会和分离,家庭矛盾,财产纷争,竞技比试
射雕英雄传,关于《射雕英雄传》这本小说，蒙古的入侵对郭靖的人生轨迹产生了怎样的影响？,使他放弃了武道,使他志存高远，勇往直前,使他陷入沉沦，失去信仰,使他选择逃避现实，隐居山林
鼠疫,关于《鼠疫》这本小说，在瘟疫爆发后，哪个人物成为了城中的风云人物？,政客,记者,医生,小百姓
鼠疫,关于《鼠疫》这本小说，瘟疫爆发后，城市的人民面临了哪些困境？,政府封锁禁止外出,食物短缺和医疗资源不足,社会秩序崩溃,所有选项都是
鼠疫,关于《鼠疫》这本小说，记者在疫情期间的生活主要依赖于什么？,政府救援,黑市门路,医生的帮助,家人支持
树上的男爵,关于《树上的男爵》这本小说，柯希莫·皮奥瓦斯科·迪·隆多在树上的生活对他的性格产生了怎样的影响？,使他变得胆小怯懦,加强了他的叛逆和独立性,使他变得消极和悲观,让他更加顺从家庭的期望
水浒传,关于《水浒传》这本小说，梁山泊的好汉最终对抗朝廷的结果是？,被击溃，土崩瓦解,放弃抗争，归顺朝廷,取得胜利，建立新政权,继续游走，四处寻找新立身之地
四世同堂,关于《四世同堂》这本小说，主要围绕哪个胡同的居民展开故事,小杨家胡同,大杨家胡同,小羊圈胡同,小杂院
苏菲的世界,关于《苏菲的世界》这本小说，故事中的转折点是？,收到古怪的明信片,收到来自黎巴嫩的邮件,亚伯特开始教授哲学知识,席妲的名字频繁出现
天龙八部,关于《天龙八部》这本小说，慕容复的终局是？,结局不明,自杀身亡,成为皇帝,重回疯狂状态
天龙八部,关于《天龙八部》这本小说，天龙寺一战耗时多久,一个月,两个月,半个月,一个星期
西线无战事,关于《西线无战事》这本小说，保罗·博伊默尔在战争中的哪个经历让他对战争产生了强烈的内心冲突？,被派往前线的第一天,看到战友卡特受伤,遭遇敌人的狙击,参观了教会医院的地下室
西线无战事,关于《西线无战事》这本小说，保罗·博伊默尔最终死于何种情况？,爆炸,狙击,战友误杀,疾病
西游记,关于《西游记》这本小说，哪位菩萨指示唐三藏前往天竺取经？,观音菩萨,文殊菩萨,地藏菩萨,弥勒菩萨
西游记,关于《西游记》这本小说，白龙吃了唐僧的马后，发生了什么变化,变成了山神,变成了唐僧的坐骑,变成了猪八戒,变成了石头
西游记,关于《西游记》这本小说，唐僧师徒在取经路上共经历了多少难？,36难,72难,81难,108难
嫌疑人X的献身,关于《嫌疑人X的献身》这本小说，石神的特殊思考逻辑在故事中起到了什么作用？,解开谜团,制造混淆,帮助警方,调查案情
嫌疑人X的献身,关于《嫌疑人X的献身》这本小说，故事的背景主题主要围绕什么？,家庭纷争,社会道德,数学研究,法律制度
象棋的故事,关于《象棋的故事》这本小说，什么事件导致了B博士第一次陷入精神分裂并开始自我对弈？,第一局棋局的失败,第二局棋局的失败,船夫的儿子的出现,希特勒上台
象棋的故事,关于《象棋的故事》这本小说，故事中的第二局象棋对局是如何导致B博士再次陷入精神分裂的？,B博士遭受攻击过于激烈,世界冠军使用了不公平手段,棋局的进展令B博士焦虑不安,B博士感受到孤独和恐惧
小王子,关于《小王子》这本小说，小王子在星球上遇到的第一个角色是谁？,地理学家,国王,爱好虚荣的人,被他驯服的狐狸
小王子,关于《小王子》这本小说，小王子造访的星球上，哪个角色表现出对权力的渴望？,国王,蛇,点灯人,商贩
小王子,关于《小王子》这本小说，小王子和狐狸的相遇对整个故事情节产生了什么影响？,小王子决定留在那个星球,小王子意识到友谊的珍贵,小王子变得更加冷漠,小王子放弃了寻找自己的目标
